state/district,TOTAL 2012,Republican % 2012,REPUBLICAN 2012,Democrat % 2012,DEMOCRAT 2012,OTHER 2012,Comp. 2012,TOTAL 2016,Republican % 2016,REPUBLICAN 2016,Democrat % 2010,DEMOCRAT 2016,OTHER 2016,Comp. 2016,TOTAL 2020,Republican % 2020,REPUBLICAN 2020,Democrat % 2020,DEMOCRAT 2020,OTHER 2020,Comp. 2020,Min(Comp),Max(Comp),StdDev(Comp),Mean(Comp),Prediction(538) Republican,Prediction(538) Democrat,Prediction(538) Other,Predicted_Comp
OHIO 1,349716,0.577345618,201907,0.375990804,131490,16319,0.577345618,354788,0.59194223,210014,0.407691354,144644,130,0.59194223,385285,0.517954242,199560,0.446479879,172022,13703,0.517954242,0.517954242,0.59194223,0.031997603,0.56241403,0.58,0.415,0.005,0.58
OHIO 10,349671,0.595419695,208201,0.374915278,131097,10373,0.595419695,336602,0.640887458,215724,0.326738997,109981,10897,0.640887458,364948,0.58356807,212972,0.41643193,151976,0,0.58356807,0.58356807,0.640887458,0.024705579,0.606625074,0.91,0.09,0,0.91
OHIO 11,258359,0,0,1,258359,0,1,302686,0.197462056,59769,0.802537944,242917,0,0.802537944,302421,0.199466968,60323,0.800533032,242098,0,0.800533032,0.800533032,1,0.093560649,0.867690325,0.01,0.99,0,0.99
OHIO 12,368474,0.634696071,233869,0.365303929,134605,0,0.634696071,377534,0.665545355,251266,0.298351937,112638,13630,0.665545355,437672,0.552445667,241790,0.417771756,182847,13035,0.552445667,0.552445667,0.665545355,0.047735785,0.617562364,0.94,0.055,0.005,0.94
OHIO 13,323612,0.272301398,88120,0.727698602,235492,0,0.727698602,308004,0.322648407,99377,0.677296399,208610,17,0.677296399,330801,0.449357771,148648,0.524880517,173631,8522,0.524880517,0.524880517,0.727698602,0.086220749,0.643291839,0.015,0.98,0.005,0.98
OHIO 14,339894,0.540336105,183657,0.38728839,131637,24600,0.540336105,350269,0.625779044,219191,0.37373276,130907,171,0.625779044,397450,0.60099132,238864,0.39900868,158586,0,0.60099132,0.540336105,0.625779044,0.035891785,0.58903549,0.97,0.03,0,0.97
OHIO 15,333462,0.615584384,205274,0.384415616,128188,0,0.615584384,336807,0.661645987,222847,0.338354013,113960,0,0.661645987,383361,0.634135971,243103,0.365668391,140183,75,0.634135971,0.615584384,0.661645987,0.018922748,0.637122114,0.99,0.01,0,0.99
OHIO 16,355765,0.520469973,185165,0.479530027,170600,0,0.520469973,345624,0.653293753,225794,0.346706247,119830,0,0.653293753,391406,0.631914176,247335,0.368085824,144071,0,0.631914176,0.520469973,0.653293753,0.058232344,0.601892634,0.99,0.01,0,0.99
OHIO 2,331373,0.586336243,194296,0.413663757,137077,0,0.586336243,340279,0.650034237,221193,0.328242413,111694,7392,0.650034237,377248,0.610818348,230430,0.389083574,146781,37,0.610818348,0.586336243,0.650034237,0.026235459,0.615729609,0.99,0.01,0,0.99
OHIO 3,295652,0.263488831,77901,0.682887313,201897,15854,0.682887313,291351,0.314260119,91560,0.685739881,199791,0,0.685739881,321092,0.291408693,93569,0.708270527,227420,103,0.708270527,0.682887313,0.708270527,0.01135329,0.69229924,0.005,0.99,0.005,0.99
OHIO 4,312998,0.58352769,182643,0.36490329,114214,16141,0.58352769,309208,0.679888619,210227,0.320111381,98981,0,0.679888619,347626,0.67853095,235875,0.293122494,101897,9854,0.67853095,0.58352769,0.679888619,0.045108377,0.647315753,0.99,0.005,0.005,0.99
OHIO 5,351878,0.572681441,201514,0.391630054,137806,12558,0.572681441,344991,0.709001104,244599,0.290998896,100392,0,0.709001104,377981,0.679978623,257019,0.320021377,120962,0,0.679978623,0.572681441,0.709001104,0.058630709,0.653887056,0.99,0.01,0,0.99
OHIO 6,308980,0.532513431,164536,0.467486569,144444,0,0.532513431,302755,0.706759591,213975,0.293240409,88780,0,0.706759591,334791,0.744135894,249130,0.255864106,85661,0,0.744135894,0.532513431,0.744135894,0.092221219,0.661136305,0.99,0.01,0,0.99
OHIO 7,315812,0.563955771,178104,0.436044229,137708,0,0.563955771,309553,0.640345918,198221,0.289572383,89638,21694,0.640345918,350549,0.674961275,236607,0.291745234,102271,11671,0.674961275,0.563955771,0.674961275,0.04637516,0.626420988,0.99,0.005,0.005,0.99
OHIO 8,248316,0.992195428,246378,0,0,1938,0.992195428,325506,0.687646311,223833,0.269715458,87794,13879,0.687646311,357157,0.689548294,246277,0.310132519,110766,114,0.689548294,0.687646311,0.992195428,0.143119636,0.789796678,0.99,0.01,0,0.99
OHIO 9,298164,0.230302786,68668,0.730373217,217771,11725,0.730373217,282398,0.313128988,88427,0.686853306,193966,5,0.686853306,301752,0.369127628,111385,0.630743127,190328,39,0.630743127,0.630743127,0.730373217,0.040781927,0.68265655,0.01,0.99,0,0.99
OKLAHOMA 1,285312,0.63468764,181084,0.320424658,91421,12807,0.63468764,1,1,1,0,0,0,1,335471,0.637014824,213700,0.326827058,109641,12130,0.637014824,0.63468764,1,0.171664005,0.757234155,0.99,0.005,0.005,0.99
OKLAHOMA 2,250612,0.573400316,143701,0.383385472,96081,10830,0.573400316,268870,0.706062409,189839,0.232034069,62387,16644,0.706062409,288527,0.750401176,216511,0.219986344,63472,8544,0.750401176,0.573400316,0.750401176,0.075199336,0.6766213,0.99,0.005,0.005,0.99
OKLAHOMA 3,268003,0.752767693,201744,0.199520155,53472,12787,0.752767693,290615,0.782908659,227525,0.217091341,63090,0,0.782908659,309178,0.784910311,242677,0.215089689,66501,0,0.784910311,0.752767693,0.784910311,0.014703107,0.773528888,0.99,0.01,0,0.99
OKLAHOMA 4,260331,0.678904933,176740,0.275979426,71846,11745,0.678904933,293189,0.696284649,204143,0.260828339,76472,12574,0.696284649,314358,0.677876816,213096,0.287757907,90459,10803,0.677876816,0.677876816,0.696284649,0.008445643,0.684355466,0.99,0.005,0.005,0.99
OKLAHOMA 5,261677,0.586994654,153603,0.372612037,97504,10570,0.586994654,280570,0.570923477,160184,0.368082831,103273,17113,0.570923477,303849,0.520623731,158191,0.479376269,145658,0,0.520623731,0.520623731,0.586994654,0.028271396,0.559513954,0.49,0.51,0,0.51
OREGON 1,331980,0.330438581,109699,0.595954576,197845,24436,0.595954576,378095,0.369631971,139756,0.596122668,225391,12948,0.596122668,459899,0.352094699,161928,0.64594835,297071,900,0.64594835,0.595954576,0.64594835,0.023527771,0.612675198,0.01,0.99,0,0.99
OREGON 2,332255,0.68634934,228043,0.291164919,96741,7471,0.68634934,380739,0.716900554,272952,0.280086884,106640,1147,0.716900554,457433,0.598634117,273835,0.369192865,168881,14717,0.598634117,0.598634117,0.716900554,0.050126825,0.66729467,0.99,0.005,0.005,0.99
OREGON 3,355875,0.197611521,70325,0.744584475,264979,20571,0.744584475,382355,0,0,0.718408285,274687,107668,0.718408285,470506,0.235002317,110570,0.730222356,343574,16362,0.730222356,0.718408285,0.744584475,0.010703248,0.731071706,0.005,0.99,0.005,0.99
OREGON 4,360088,0.390318478,140549,0.591149941,212866,6673,0.591149941,397568,0.396769861,157743,0.55494406,220628,19197,0.55494406,467705,0.462002758,216081,0.515175164,240950,10674,0.515175164,0.515175164,0.591149941,0.03102794,0.553756388,0.215,0.78,0.005,0.78
OREGON 5,327970,0.424499192,139223,0.540381742,177229,11518,0.540381742,373108,0.430017582,160443,0.534711129,199505,13160,0.534711129,452646,0.45150515,204372,0.518866841,234863,13411,0.518866841,0.518866841,0.540381742,0.009104872,0.531319904,0.04,0.96,0,0.96
PENNSYLVANIA 1,277102,0.150514973,41708,0.849485027,235394,0,0.849485027,299010,0.177984014,53219,0.822015986,245791,0,0.822015986,441679,0.565578169,249804,0.434421831,191875,0,0.565578169,0.565578169,0.849485027,0.127853217,0.745693061,0.84,0.155,0.005,0.84
PENNSYLVANIA 10,273790,0.655842069,179563,0.344157931,94227,0,0.655842069,301105,0.70168878,211282,0.29831122,89823,0,0.70168878,391834,0.533123721,208896,0.466876279,182938,0,0.533123721,0.533123721,0.70168878,0.071161704,0.63021819,0.52,0.48,0,0.52
PENNSYLVANIA 11,285198,0.585442394,166967,0.414557606,118231,0,0.585442394,313221,0.636678256,199421,0.363321744,113800,0,0.636678256,383240,0.631236301,241915,0.368763699,141325,0,0.631236301,0.585442394,0.636678256,0.022977792,0.61778565,0.99,0.01,0,0.99
PENNSYLVANIA 12,338941,0.517352578,175352,0.482647422,163589,0,0.517352578,359204,0.617618401,221851,0.382381599,137353,0,0.617618401,340234,0.708438898,241035,0.291561102,99199,0,0.708438898,0.517352578,0.708438898,0.078042424,0.614469959,0.99,0.01,0,0.99
PENNSYLVANIA 13,303819,0.309124841,93918,0.690875159,209901,0,0.690875159,239316,0,0,1,239316,0,1,364401,0.734874493,267789,0.265125507,96612,0,0.734874493,0.690875159,1,0.13653882,0.808583217,0.99,0.01,0,0.99
PENNSYLVANIA 14,327634,0.231056606,75702,0.768943394,251932,0,0.768943394,343292,0.256338627,87999,0.743661373,255293,0,0.743661373,373583,0.646945926,241688,0.353054074,131895,0,0.646945926,0.646945926,0.768943394,0.052574223,0.719850231,0.99,0.01,0,0.99
PENNSYLVANIA 15,297724,0.567505475,168960,0.432494525,128764,0,0.567505475,326474,0.583868853,190618,0.380210982,124129,11727,0.583868853,347214,0.734584435,255058,0.265415565,92156,0,0.734584435,0.567505475,0.734584435,0.075202191,0.628652921,0.99,0.01,0,0.99
PENNSYLVANIA 16,284781,0.548463556,156192,0.390422816,111185,17404,0.548463556,313773,0.537551032,168669,0.428927919,134586,10518,0.537551032,354050,0.593385115,210088,0.406614885,143962,0,0.593385115,0.537551032,0.593385115,0.024162585,0.559799901,0.97,0.03,0,0.97
PENNSYLVANIA 17,267601,0.396889399,106208,0.603110601,161393,0,0.603110601,293164,0.461959859,135430,0.538040141,157734,0,0.538040141,434537,0.48852917,212284,0.51147083,222253,0,0.51147083,0.51147083,0.603110601,0.038496668,0.550873857,0.11,0.89,0,0.89
PENNSYLVANIA 18,338873,0.639552281,216727,0.360447719,122146,0,0.639552281,293684,1,293684,0,0,0,1,384247,0.307518341,118163,0.692481659,266084,0,0.692481659,0.639552281,1,0.158917032,0.777344647,0.005,0.99,0.005,0.99
PENNSYLVANIA 2,356386,0.093665295,33381,0.89278479,318176,4829,0.89278479,357645,0.09822869,35131,0.90177131,322514,0,0.90177131,273162,0.274642886,75022,0.725357114,198140,0,0.725357114,0.725357114,0.90177131,0.081127302,0.839971071,0.01,0.99,0,0.99
PENNSYLVANIA 3,302514,0.548159755,165826,0.409676908,123933,12755,0.548159755,244893,1,244893,0,0,0,1,375379,0.089698678,33671,0.910301322,341708,0,0.910301322,0.548159755,1,0.195320812,0.819487026,0.01,0.99,0,0.99
PENNSYLVANIA 4,303980,0.597417593,181603,0.344243042,104643,17734,0.597417593,334000,0.660562874,220628,0.339437126,113372,0,0.660562874,444563,0.404725539,179926,0.595274461,264637,0,0.595274461,0.595274461,0.660562874,0.030284753,0.617751643,0.005,0.99,0.005,0.99
PENNSYLVANIA 5,282465,0.629246101,177740,0.370753899,104725,0,0.629246101,307843,0.671644312,206761,0.328355688,101082,0,0.671644312,395295,0.353032545,139552,0.646967455,255743,0,0.646967455,0.629246101,0.671644312,0.017386463,0.649285956,0.01,0.99,0,0.99
PENNSYLVANIA 6,335528,0.571412818,191725,0.428587182,143803,0,0.571412818,362469,0.572377224,207469,0.427622776,155000,0,0.572377224,403966,0.439457776,177526,0.560542224,226440,0,0.560542224,0.560542224,0.572377224,0.005366223,0.568110755,0.005,0.99,0.005,0.99
PENNSYLVANIA 7,353451,0.593977666,209942,0.406022334,143509,0,0.593977666,379502,0.594668803,225678,0.405331197,153824,0,0.594668803,376882,0.481336333,181407,0.518663667,195475,0,0.518663667,0.518663667,0.594668803,0.035667378,0.569103378,0.025,0.97,0.005,0.97
PENNSYLVANIA 8,352238,0.566034897,199379,0.433965103,152859,0,0.566034897,380818,0.544257362,207263,0.455742638,173555,0,0.544257362,343787,0.482225913,165783,0.517774087,178004,0,0.517774087,0.517774087,0.566034897,0.019733589,0.542688782,0.08,0.92,0,0.92
PENNSYLVANIA 9,274305,0.616747781,169177,0.383252219,105128,0,0.616747781,294565,0.633408586,186580,0.366591414,107985,0,0.633408586,351254,0.663303478,232988,0.336696522,118266,0,0.663303478,0.616747781,0.663303478,0.019260553,0.637819948,0.99,0.01,0,0.99
RHODE ISLAND 1,205115,0.408244156,83737,0.529517588,108612,12766,0.529517588,202371,0.350954435,71023,0.645023249,130534,814,0.645023249,223860,0,0,0.708255159,158550,65310,0.708255159,0.529517588,0.708255159,0.074002216,0.627598666,0,0.99,0.01,0.99
RHODE ISLAND 2,222660,0.351158717,78189,0.557203808,124067,20404,0.557203808,229148,0.30679299,70301,0.580882225,133108,25739,0.580882225,264557,0.415388744,109894,0.582430251,154086,577,0.582430251,0.557203808,0.582430251,0.011544297,0.573505428,0.01,0.99,0,0.99
SOUTH CAROLINA 1,290013,0.620344605,179908,0.338446897,98154,11951,0.620344605,325170,0.585570625,190410,0.339942184,110539,24221,0.585570625,427111,0.505821672,216042,0.493143469,210627,442,0.505821672,0.505821672,0.620344605,0.047940504,0.570578967,0.36,0.64,0,0.64
SOUTH CAROLINA 2,203718,0.96268371,196116,0,0,7602,0.96268371,304996,0.602453803,183746,0.345270102,105306,15944,0.602453803,364215,0.556580591,202715,0.425896792,155118,6382,0.556580591,0.556580591,0.96268371,0.181594689,0.707239368,0.95,0.045,0.005,0.95
SOUTH CAROLINA 3,254763,0.665371345,169512,0.332603243,84735,516,0.665371345,269540,0.728370557,196325,0.270583216,72933,282,0.728370557,333564,0.7121392,237544,0.286937439,95712,308,0.7121392,0.665371345,0.728370557,0.026707448,0.701960367,0.99,0.01,0,0.99
SOUTH CAROLINA 4,266884,0.648974836,173201,0.315069468,84087,9596,0.648974836,295670,0.671857138,198648,0.310061893,91676,5346,0.671857138,360550,0.61607544,222126,0.368944668,133023,5401,0.61607544,0.61607544,0.671857138,0.022894851,0.645635805,0.99,0.005,0.005,0.99
SOUTH CAROLINA 5,278003,0.555116312,154324,0.409722197,113904,9775,0.555116312,273006,0.592181124,161669,0.387434708,105772,5565,0.592181124,366258,0.600685855,220006,0.398568768,145979,273,0.600685855,0.555116312,0.600685855,0.019784152,0.582661097,0.98,0.02,0,0.98
SOUTH CAROLINA 6,233615,0,0,0.93622841,218717,14898,0.93622841,253901,0.276087924,70099,0.700851907,177947,5855,0.700851907,289653,0.30815493,89258,0.681770947,197477,2918,0.681770947,0.681770947,0.93622841,0.115717463,0.772950421,0.005,0.99,0.005,0.99
SOUTH CAROLINA 7,275738,0.555121166,153068,0.415590162,114594,8076,0.555121166,289463,0.609639229,176468,0.357399737,103454,9541,0.609639229,364091,0.617958148,224993,0.381396409,138863,235,0.617958148,0.555121166,0.617958148,0.02786856,0.594239514,0.99,0.01,0,0.99
SOUTH DAKOTA 0,361429,0.574497342,207640,0.425502658,153789,0,0.574497342,369973,0.641027859,237163,0.358972141,132810,0,0.641027859,397732,0.809550149,321984,0,0,75748,0.809550149,0.574497342,0.809550149,0.098925277,0.675025117,0.99,0,0.01,0.99
TENNESSEE 1,239672,0.760422578,182252,0.198867619,47663,9757,0.760422578,253025,0.783689359,198293,0.154229819,39024,15708,0.783689359,305423,0.747098287,228181,0.22466219,68617,8625,0.747098287,0.747098287,0.783689359,0.015120944,0.763736741,0.99,0.005,0.005,0.99
TENNESSEE 2,264505,0.744386685,196894,0.206128429,54522,13089,0.744386685,280856,0.756455265,212455,0.243544735,68401,0,0.756455265,353197,0.67641288,238907,0.310546239,109684,4606,0.67641288,0.67641288,0.756455265,0.035233936,0.72575161,0.99,0.005,0.005,0.99
TENNESSEE 3,256909,0.614342043,157830,0.354576912,91094,7985,0.614342043,266006,0.66394367,176613,0.288440862,76727,12666,0.66394367,320299,0.673030512,215571,0.304986903,97687,7041,0.673030512,0.614342043,0.673030512,0.025792394,0.650438742,0.99,0.005,0.005,0.99
TENNESSEE 4,230590,0.557561039,128568,0.442438961,102022,0,0.557561039,254937,0.650341065,165796,0.349658935,89141,0,0.650341065,335710,0.666652766,223802,0.333347234,111908,0,0.666652766,0.557561039,0.666652766,0.04804536,0.624851623,0.99,0.01,0,0.99
TENNESSEE 5,263095,0.327790342,86240,0.652315703,171621,5234,0.652315703,273544,0.374466265,102433,0.625533735,171111,0,0.625533735,252169,0,0,0.999944482,252155,14,0.999944482,0.625533735,0.999944482,0.170537206,0.75926464,0,1,0,1
TENNESSEE 6,241241,0.764310378,184383,0,0,56858,0.764310378,284490,0.710865057,202234,0.217916271,61995,20261,0.710865057,349578,0.73680838,257572,0.239866353,83852,8154,0.73680838,0.710865057,0.764310378,0.021822054,0.737327939,0.99,0.005,0.005,0.99
TENNESSEE 7,257306,0.710166106,182730,0.239710695,61679,12897,0.710166106,277513,0.722153557,200407,0.235037638,65226,11880,0.722153557,350635,0.69926847,245188,0.273329816,95839,9608,0.69926847,0.69926847,0.722153557,0.009346328,0.710529378,0.99,0.005,0.005,0.99
TENNESSEE 8,279422,0.683278339,190923,0.284480105,79490,9009,0.683278339,282733,0.687524979,194386,0.250855047,70925,17422,0.687524979,331853,0.684688703,227216,0.294980006,97890,6747,0.684688703,0.683278339,0.687524979,0.00176596,0.685164007,0.99,0.005,0.005,0.99
TENNESSEE 9,250987,0.238028264,59742,0.750724141,188422,2823,0.750724141,217957,0.18867483,41123,0.787453489,171631,5203,0.787453489,242880,0.200996377,48818,0.773653656,187905,6157,0.773653656,0.750724141,0.787453489,0.015148315,0.770610429,0.005,0.99,0.005,0.99
TEXAS 1,249658,0.714265115,178322,0.269256343,67222,4114,0.714265115,260409,0.738968315,192434,0.241339585,62847,5128,0.738968315,302742,0.725786313,219726,0.274213687,83016,0,0.725786313,0.714265115,0.738968315,0.010092634,0.726339914,0.99,0.01,0,0.99
TEXAS 10,264019,0.605195081,159783,0.362511789,95710,8526,0.605195081,312600,0.573323736,179221,0.384420985,120170,13209,0.573323736,413894,0.5248107,217216,0.45346393,187686,8992,0.5248107,0.5248107,0.605195081,0.033050375,0.567776506,0.92,0.075,0.005,0.92
TEXAS 11,226023,0.786388996,177742,0.185689067,41970,6311,0.786388996,225548,0.895024562,201871,0,0,23677,0.895024562,291773,0.797085405,232568,0.182998427,53394,5811,0.797085405,0.786388996,0.895024562,0.048885556,0.826166321,0.99,0.005,0.005,0.99
TEXAS 12,247712,0.709085551,175649,0.2667614,66080,5983,0.709085551,283115,0.694000671,196482,0.268544584,76029,10604,0.694000671,367021,0.637165176,233853,0.330362568,121250,11918,0.637165176,0.637165176,0.709085551,0.03096659,0.680083799,0.99,0.005,0.005,0.99
TEXAS 13,206388,0.909815493,187775,0,0,18613,0.909815493,221242,0.899693548,199050,0,0,22192,0.899693548,273508,0.793848809,217124,0.184554017,50477,5907,0.793848809,0.793848809,0.909815493,0.052444505,0.86778595,0.99,0.005,0.005,0.99
TEXAS 14,245839,0.534740216,131460,0.446214799,109697,4682,0.534740216,259685,0.618560949,160631,0.381439051,99054,0,0.618560949,309115,0.616408133,190541,0.383591867,118574,0,0.616408133,0.534740216,0.618560949,0.039015949,0.589903099,0.99,0.01,0,0.99
TEXAS 15,146661,0.368577877,54056,0.608859888,89296,3309,0.608859888,177479,0.376816412,66877,0.573093155,101712,8890,0.573093155,228917,0.476229376,109017,0.505008365,115605,4295,0.505008365,0.505008365,0.608859888,0.043076078,0.562320469,0.025,0.97,0.005,0.97
TEXAS 16,155005,0.329299055,51043,0.6541918,101403,2559,0.6541918,175229,0,0,0.857323845,150228,25001,0.857323845,238114,0.3527974,84006,0.6472026,154108,0,0.6472026,0.6472026,0.857323845,0.097446517,0.719572748,0.005,0.99,0.005,0.99
TEXAS 17,179262,0.79929935,143284,0,0,35978,0.79929935,245728,0.608058504,149417,0.352434399,86603,9708,0.608058504,306873,0.558504658,171390,0.409175783,125565,9918,0.558504658,0.558504658,0.79929935,0.103821817,0.655287504,0.98,0.015,0.005,0.98
TEXAS 18,194932,0.225796688,44015,0.75012312,146223,4694,0.75012312,204308,0.236437144,48306,0.734954089,150157,5845,0.734954089,246895,0.235051338,58033,0.732910752,180952,7910,0.732910752,0.732910752,0.75012312,0.007677821,0.73932932,0.005,0.99,0.005,0.99
TEXAS 19,192063,0.849924244,163239,0,0,28824,0.849924244,203475,0.866514314,176314,0,0,27161,0.866514314,265052,0.747770249,198198,0.228570243,60583,6271,0.747770249,0.747770249,0.866514314,0.052504838,0.821402935,0.99,0.005,0.005,0.99
TEXAS 2,246328,0.648176415,159664,0.326848755,80512,6152,0.648176415,278236,0.606291062,168692,0.360237352,100231,9313,0.606291062,346726,0.55613943,192828,0.427928681,148374,5524,0.55613943,0.55613943,0.648176415,0.037624424,0.603535636,0.99,0.005,0.005,0.99
TEXAS 20,186177,0.335036014,62376,0.639348577,119032,4769,0.639348577,187669,0,0,0.797361312,149640,38029,0.797361312,270723,0.331069026,89628,0.646705304,175078,6017,0.646705304,0.639348577,0.797361312,0.072815885,0.694471731,0.005,0.99,0.005,0.99
TEXAS 21,308865,0.605491072,187015,0.353960468,109326,12524,0.605491072,356031,0.57008238,202967,0.364476689,129765,23299,0.57008238,453750,0.51953719,235740,0.453509642,205780,12230,0.51953719,0.51953719,0.605491072,0.035271426,0.565036881,0.71,0.285,0.005,0.71
TEXAS 22,250911,0.640338606,160668,0.319647206,80203,10040,0.640338606,305543,0.595215731,181864,0.404784269,123679,0,0.595215731,408048,0.515280065,210259,0.446021056,181998,15791,0.515280065,0.515280065,0.640338606,0.051710114,0.583611467,0.68,0.315,0.005,0.68
TEXAS 23,192169,0.455572959,87547,0.50307802,96676,7946,0.50307802,228965,0.482942808,110577,0.469617627,107526,10862,0.482942808,295457,0.505640415,149395,0.466033974,137693,8369,0.505640415,0.482942808,0.505640415,0.010149844,0.497220414,0.255,0.74,0.005,0.74
TEXAS 24,243489,0.610237013,148586,0.359954659,87645,7258,0.610237013,275635,0.561775536,154845,0.393233806,108389,12401,0.561775536,344021,0.488080669,167910,0.474755902,163326,12785,0.488080669,0.488080669,0.610237013,0.050223523,0.553364406,0.52,0.475,0.005,0.52
TEXAS 25,263932,0.584411894,154245,0.374441144,98827,10860,0.584411894,310196,0.583463359,180988,0.377416214,117073,12135,0.583463359,393523,0.559276078,220088,0.421060523,165697,7738,0.559276078,0.559276078,0.584411894,0.011632013,0.57571711,0.89,0.105,0.005,0.89
TEXAS 26,258723,0.682745639,176642,0.286936221,74237,7844,0.682745639,319080,0.663563996,211730,0.296185909,94507,12843,0.663563996,432215,0.606094189,261963,0.372520621,161009,9243,0.606094189,0.606094189,0.682745639,0.032568149,0.650801275,0.99,0.005,0.005,0.99
TEXAS 27,212651,0.567521432,120684,0.392168389,83395,8572,0.567521432,230580,0.61692688,142251,0.38307312,88329,0,0.61692688,273253,0.630569472,172305,0.349368534,95466,5482,0.630569472,0.567521432,0.630569472,0.027084383,0.605005928,0.99,0.005,0.005,0.99
TEXAS 28,165645,0.297678771,49309,0.678897643,112456,3880,0.678897643,184442,0.313052342,57740,0.661920821,122086,4616,0.661920821,235844,0.389770357,91925,0.582987059,137494,6425,0.582987059,0.582987059,0.678897643,0.041789939,0.641268507,0.005,0.99,0.005,0.99
TEXAS 29,95611,0,0,0.900032423,86053,9558,0.900032423,131982,0.239775121,31646,0.724712461,95649,4687,0.724712461,156473,0.273785254,42840,0.71133678,111305,2328,0.71133678,0.71133678,0.900032423,0.085972892,0.778693888,0.005,0.99,0.005,0.99
TEXAS 3,187180,1,187180,0,0,0,1,316467,0.612019579,193684,0.34575485,109420,13363,0.612019579,418591,0.550685514,230512,0.428719203,179458,8621,0.550685514,0.550685514,1,0.198934434,0.720901698,0.9,0.095,0.005,0.9
TEXAS 30,217014,0.189950879,41222,0.788239468,171059,4733,0.788239468,218826,0.189730654,41518,0.779167009,170502,6806,0.779167009,264464,0.184089328,48685,0.774880513,204928,10851,0.774880513,0.774880513,0.788239468,0.005569214,0.78076233,0.005,0.99,0.005,0.99
TEXAS 31,237187,0.612799184,145348,0.349837892,82977,8862,0.612799184,284588,0.583510197,166060,0.364920517,103852,14676,0.583510197,398057,0.534333023,212695,0.442883808,176293,9069,0.534333023,0.534333023,0.612799184,0.032374849,0.576880801,0.94,0.055,0.005,0.94
TEXAS 32,251636,0.582798169,146653,0.394569934,99288,5695,0.582798169,229171,0.710683289,162868,0,0,66303,0.710683289,343687,0.459333638,157867,0.519490117,178542,7278,0.519490117,0.519490117,0.710683289,0.079524519,0.604323858,0.155,0.84,0.005,0.84
TEXAS 33,117375,0.257738019,30252,0.7251459,85114,2009,0.7251459,126369,0.262896755,33222,0.737103245,93147,0,0.737103245,157606,0.251500577,39638,0.668229636,105317,12651,0.668229636,0.668229636,0.737103245,0.030048134,0.710159594,0.005,0.99,0.005,0.99
TEXAS 34,144778,0.362264985,52448,0.618920002,89606,2724,0.618920002,166961,0.37327879,62323,0.62672121,104638,0,0.62672121,201027,0.418446278,84119,0.554348421,111439,5469,0.554348421,0.554348421,0.62672121,0.032434838,0.599996544,0.005,0.99,0.005,0.99
TEXAS 35,165179,0.320222304,52894,0.639463854,105626,6659,0.639463854,197576,0.315746852,62384,0.630704134,124612,10580,0.630704134,269797,0.299465895,80795,0.653724838,176373,12629,0.653724838,0.630704134,0.653724838,0.009487191,0.641297609,0.005,0.99,0.005,0.99
TEXAS 36,233832,0.707366827,165405,0.265759178,62143,6284,0.707366827,218565,0.886120834,193675,0,0,24890,0.886120834,302549,0.736118777,222712,0.242664825,73418,6419,0.736118777,0.707366827,0.886120834,0.078372534,0.77653548,0.99,0.005,0.005,0.99
TEXAS 4,250343,0.729714831,182679,0.240525998,60214,7450,0.729714831,246220,0.879875721,216643,0,0,29577,0.879875721,337803,0.751435008,253837,0.22594826,76326,7640,0.751435008,0.729714831,0.879875721,0.066263008,0.78700852,0.99,0.005,0.005,0.99
TEXAS 5,208230,0.643956202,134091,0.332219181,69178,4961,0.643956202,192875,0.80606092,155469,0,0,37406,0.80606092,280413,0.619928463,173836,0.35926651,100743,5834,0.619928463,0.619928463,0.80606092,0.082664357,0.689981862,0.99,0.005,0.005,0.99
TEXAS 6,249936,0.580224537,145019,0.392312432,98053,6864,0.580224537,273296,0.583411393,159444,0.390298431,106667,7185,0.583411393,339992,0.527974188,179507,0.439804466,149530,10955,0.527974188,0.527974188,0.583411393,0.025415522,0.563870039,0.92,0.075,0.005,0.92
TEXAS 7,234837,0.608051542,142793,0.364308009,85553,6491,0.608051542,255533,0.561735666,143542,0.438264334,111991,0,0.561735666,314125,0.474505372,149054,0.50785197,159529,5542,0.50785197,0.50785197,0.608051542,0.040945177,0.559213059,0.245,0.75,0.005,0.75
TEXAS 8,251052,0.772919555,194043,0.20334831,51051,5958,0.772919555,236379,1,236379,0,0,0,1,382471,0.725092883,277327,0.254683362,97409,7735,0.725092883,0.725092883,1,0.119919808,0.832670812,0.99,0.005,0.005,0.99
TEXAS 9,183566,0.19687197,36139,0.784867568,144075,3352,0.784867568,188523,0.193562589,36491,0.806437411,152032,0,0.806437411,229107,0.216383611,49575,0.754835077,172938,6594,0.754835077,0.754835077,0.806437411,0.021160785,0.782046685,0.005,0.99,0.005,0.99
UTAH 1,245528,0.714733147,175487,0.246859829,60611,9430,0.714733147,277451,0.659305607,182925,0.264479133,73380,21146,0.659305607,342351,0.695157894,237988,0.304348461,104194,169,0.695157894,0.659305607,0.714733147,0.022951129,0.689732216,0.99,0.01,0,0.99
UTAH 2,248545,0.621710354,154523,0.334651673,83176,10846,0.621710354,276819,0.616012629,170524,0.338770099,93778,12517,0.616012629,354224,0.590013664,208997,0.366327522,129762,15465,0.590013664,0.590013664,0.621710354,0.013796499,0.609245549,0.99,0.005,0.005,0.99
